incident_id,name_of_covered_entity,state,business_associate_involved,individuals_affected,date_of_breach,type_of_breach,location_of_breached_information,date_posted_or_updated,information_breached,entity,organization_type,method
835,Memorial Hospital of Lafayette County,WI,Healthcare Management System ,43300,8/3/13,Unauthorized Access/Disclosure,Paper,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
836,Saint Louis University,MO,MedAssets,31000,7/25/13,Unauthorized Access/Disclosure,E-mail,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
837,MUSC Physicians & MUHA,SC,BlackHawk,71200,6/30/13,Hacking/IT Incident,Network Server,2/12/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
838,Ferris State University - MI College of Optometry,MI,MedAssets,39470,12/1/11,Hacking/IT Incident,Network Server,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
839,"Access Counseling, LLC",IN,MedAssets,5660,8/23/13,Theft,Laptop,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
840,Rose Medical Center,CO,MedAssets,6060,,Improper Disposal,Paper,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
841,BriovaRx,IL,MedAssets,10670,,Unauthorized Access/Disclosure,E-mail,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
842,"North Country Hospital and Health Center, Inc",VT,MedAssets,5500,9/18/13,Theft,Laptop,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
843,"Hope Community Resources, Inc.",AK,MedAssets,15560,8/19/13,Unauthorized Access/Disclosure,E-mail,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
844,Broward Health Medical Center,FL,MedAssets,9600,,Unauthorized Access/Disclosure,Desktop Computer,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
845,Sentara Healthcare,VA,MedAssets,36450,,Theft,"Electronic Medical Record, Paper",1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
846,Mount Sinai Medical Center,NY,MedAssets,6100,8/1/13,Loss,Other Portable Electronic Device,2/12/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
847,Texas Health Presbyterian Dallas Hospital,TX,MedAssets,9490,8/22/13,Theft,Desktop Computer,2/12/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
848,Seton Healthcare Family,TX,MedAssets,55000,10/4/13,Theft,Laptop,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
849,BRONX-LEBANON HOSPITAL CENTER,NY,PROFESSIONAL TRANSCRIPTION SERVICES,109300,9/23/09,Unauthorized Access/Disclosure,Network Server,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
850,"Martin Luther King Jr. Health Center, Inc.",NY,PROFESSIONAL TRANSCRIPTION SERVICES,370000,9/23/09,Unauthorized Access/Disclosure,Network Server,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
851,SSM St. Mary's Health Center,MO,Saint Louis University,13000,7/25/13,Unauthorized Access/Disclosure,E-mail,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
852,Good Samaritan Hospital,CA,MedAssets,38330,7/8/13,Theft,Laptop,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
853,SSM Health Care of Wisconsin DBA: St. Mary's Janesville Hospital,WI,MedAssets,6310,8/27/13,Theft,Laptop,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
854,AHMC Healthcare Inc. and affiliated Hospitals,CA,MedAssets,7290000,10/12/13,Theft,Laptop,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
855,"Greater Dallas Orthopaedics, PLLC",TX,MedAssets,58400,8/30/13,Theft,Desktop Computer,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
856,"Spirit Home Health Care, Corp",FL,"Spirit Home Health Care, Corp",6030,9/19/13,Improper Disposal,Paper,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
857,Rotech Healthcare Inc.,FL,MedAssets,106800,,Unauthorized Access/Disclosure,Laptop,2/18/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
858,"Reimbursement Technologies, Inc.",PA,MedAssets,23000,,Unauthorized Access/Disclosure,Network Server,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
859,Comprehensive Psychological Services LLC,SC,MedAssets,35000,10/28/13,Theft,Laptop,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
860,"Superior HealthPlan, Inc.",TX,MedAssets,62840,10/4/13,Other,Paper,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
861,Genesis Rehabilitation Services,PA,MedAssets,11670,8/30/13,Loss,Other Portable Electronic Device,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
862,"Colorado Health & Wellness, Inc.",CO,MedAssets,6510,9/4/13,"Theft, Unauthorized Access/Disclosure",Electronic Medical Record,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
863,Barnabas Health Medical Group,NJ,MedAssets,11000,9/24/13,Theft,Laptop,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
864,"DaVita, a division of DaVita HealthCare Partners Inc",CO,MedAssets,115000,9/6/13,"Theft, Other",Laptop,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
865,Blue Cross and Blue Shield of North Carolina,NC,MedAssets,6870,10/14/13,Unauthorized Access/Disclosure,Paper,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
866,North Carolina Department of Health and Human Services - Division of State Operated Health Care Facilities  ,NC,MedAssets,13150,8/13/13,Unauthorized Access/Disclosure,Other,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
867,Puerto Rico Health Insurance Administration (PRHIA),PR,Triple S Salud Inc.,133360,9/20/13,Unauthorized Access/Disclosure,Paper,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
868,Triple-S Salud ,PR,MedAssets,701890,9/20/13,Unauthorized Access/Disclosure,Paper,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
869,Associated Urologists of North Carolina,NC,MedAssets,73000,,Other,Other,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
870,Kemmet Dental Design ,ND,MedAssets,20000,11/10/13,"Theft, Other",Paper,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
871,Hospice of the Chesapeake,MD,MedAssets,76060,8/9/13,Unauthorized Access/Disclosure,E-mail,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
872,"Scottsdale Dermatology, LTD",AZ,All Source Medical Management,14560,,Theft,Other,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
873,Memorial Sloan-Kettering Cancer Center,NY,MedAssets,22790,8/1/13,Loss,Other Portable Electronic Device,2/18/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
874,Gerdau Ameristeel Health and Welfare Plan,FL,Health Fitness Corporation,38040,9/27/13,Theft,Laptop,2/18/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
875,Gerdau Macsteel Health and Welfare Plan,MI,Health Fitness Corporation,48370,9/27/13,Theft,Laptop,2/18/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
876,UHS-Pruitt Corporation,GA,MedAssets,13000,9/26/13,Theft,Laptop,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
877,"United Dynacare, LLC dba Dynacare Laboratories",WI,MedAssets,93280,10/22/13,Theft,Other Portable Electronic Device,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
878,Redwood Memorial Hospital,CA,MedAssets,10390,11/6/13,Loss,Other Portable Electronic Device,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
879,Kaiser Foundation Hospital- Orange County,CA,MedAssets,490000,9/25/13,Loss,Other Portable Electronic Device,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
880,Jones Chiropractic and Maximum Health,IN,MedAssets,15000,10/13/13,Theft,Desktop Computer,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
881,Ronald Schubert MD PLLC,WA,MedAssets,9500,11/22/13,Theft,Laptop,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
882,UPMC,PA,MedAssets,12790,,Unauthorized Access/Disclosure,Electronic Medical Record,2/18/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
883,UW Medicine,WA,MedAssets,761830,10/2/13,Hacking/IT Incident,Desktop Computer,2/18/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
884,City of Chicago,IL,MedAssets,20800,,Unauthorized Access/Disclosure,Network Server,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
885,CIty of Joliet,IL,"Quality Health Claims Consultants, LLC",15730,10/8/13,Unauthorized Access/Disclosure,E-mail,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
886,SIU HealthCare,IL,MedAssets,18910,,"Theft, Loss",Laptop,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
887,The Good Samaritan Health Center,GA,MedAssets,50000,11/6/13,Other,Desktop Computer,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
888,UniHealth Source,GA,MedAssets,45000,10/8/13,Theft,Laptop,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
889,Walgreen Co.,IL,MedAssets,173500,,Other,Paper,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
890,Methodist Dallas Medical Center,TX,MedAssets,440000,,Unauthorized Access/Disclosure,Other,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
891,Florida Digestive Health Specialists,FL,MedAssets,44000,,Unauthorized Access/Disclosure,Desktop Computer,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
892,"Northside Hospital, Inc.",GA,MedAssets,48790,10/10/13,Loss,Laptop,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
893,"Health Help, Inc.",KY,MedAssets,5350,10/15/13,Theft,Other Portable Electronic Device,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
894,L.A. Gay & Lesbian Center,CA,MedAssets,590000,,Hacking/IT Incident,Network Server,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
895,Mosaic,NE,MedAssets,38570,10/11/13,Other,E-mail,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
896,New Jersey Department of Human Services,NJ,Island Peer Review Organization,96420,10/18/13,Loss,Other Portable Electronic Device,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
897,"Fairfax County, Virginia",VA,Molina Healthcare In,14990,,Unauthorized Access/Disclosure,Network Server,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
898,Wyoming Department of Health,WY,MedAssets,119350,10/16/13,Unauthorized Access/Disclosure,Network Server,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
899,Shiloh Medical Clinic,MT,MedAssets,19000,11/8/13,Unauthorized Access/Disclosure,"Desktop Computer, E-mail",1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
900,South Carolina Health Insurance Pool,SC,DeLoach & Williamson,34320,10/16/13,Theft,Laptop,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
901,Tennova Cardiology,TN,Colby DeHart,27770,10/21/13,Theft,Laptop,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
